Date,Rate
7/3/2021,0.811586
7/4/2021,0.811586
7/5/2021,0.810928
7/6/2021,0.800865
7/7/2021,0.800788
7/8/2021,0.798273
7/9/2021,0.8015
7/10/2021,0.80331
7/11/2021,0.80331
7/12/2021,0.802407
7/13/2021,0.79938
7/14/2021,0.799236
7/15/2021,0.794755
7/16/2021,0.794467
7/17/2021,0.793059
7/18/2021,0.793059
7/19/2021,0.782969
7/20/2021,0.786148
7/21/2021,0.79602
7/22/2021,0.795738
7/23/2021,0.795371
7/24/2021,0.795893
7/25/2021,0.795893
7/26/2021,0.797261
7/27/2021,0.795156
7/28/2021,0.795963
7/29/2021,0.803374
7/30/2021,0.801635
7/31/2021,0.801452
8/1/2021,0.801452
8/2/2021,0.800096
8/3/2021,0.796565
8/4/2021,0.797114
8/5/2021,0.799878
8/6/2021,0.795988
8/7/2021,0.796518
8/8/2021,0.796518
8/9/2021,0.794944
8/10/2021,0.798104
8/11/2021,0.800176
8/12/2021,0.798697
8/13/2021,0.799019
8/14/2021,0.799076
8/15/2021,0.799076
8/16/2021,0.79526
8/17/2021,0.791023
8/18/2021,0.791296
8/19/2021,0.781119
8/20/2021,0.778695
8/21/2021,0.779882
8/22/2021,0.779818
8/23/2021,0.789721
8/24/2021,0.793522
8/25/2021,0.792418
8/26/2021,0.789612
8/27/2021,0.79304
8/28/2021,0.792151
8/29/2021,0.792151
8/30/2021,0.793053
8/31/2021,0.792148
9/1/2021,0.793305
9/2/2021,0.796489
9/3/2021,0.798687
9/4/2021,0.798378
9/5/2021,0.798378
9/6/2021,0.798218
9/7/2021,0.79186
9/8/2021,0.789546
9/9/2021,0.791913
9/10/2021,0.791261
9/11/2021,0.788
9/12/2021,0.788
9/13/2021,0.789543
9/14/2021,0.78949
9/15/2021,0.790567
9/16/2021,0.788106
9/17/2021,0.785173
9/18/2021,0.783147
9/19/2021,0.783147
9/20/2021,0.778974
9/21/2021,0.781803
9/22/2021,0.785392
9/23/2021,0.790545
9/24/2021,0.789902
9/27/2021,0.792214
9/28/2021,0.787833
9/29/2021,0.783592
9/30/2021,0.788267
10/1/2021,0.790754
10/2/2021,0.790526
10/3/2021,0.790526
10/4/2021,0.795058
10/5/2021,0.795169
10/6/2021,0.792528
10/7/2021,0.796454
10/8/2021,0.801606
10/9/2021,0.801828
10/10/2021,0.801828
10/11/2021,0.802028
10/12/2021,0.802539
10/13/2021,0.80362
10/14/2021,0.808277
10/15/2021,0.80693
10/16/2021,0.807931
10/17/2021,0.807931
10/18/2021,0.808528
10/19/2021,0.809297
10/20/2021,0.811978
10/21/2021,0.80912
10/22/2021,0.808427
10/23/2021,0.808594
10/24/2021,0.808571
10/25/2021,0.806517
10/26/2021,0.806829
10/27/2021,0.811385
10/28/2021,0.809762
10/29/2021,0.806881
10/30/2021,0.8072
10/31/2021,0.8072
11/1/2021,0.809379
11/2/2021,0.805442
11/3/2021,0.80551
11/4/2021,0.802237
11/5/2021,0.804072
11/6/2021,0.8026
11/7/2021,0.8026
11/8/2021,0.803639
11/9/2021,0.802407
11/10/2021,0.803477
11/11/2021,0.794635
11/12/2021,0.796331
11/13/2021,0.796762
11/14/2021,0.796762
11/15/2021,0.798585
11/16/2021,0.796851
11/17/2021,0.793506
11/18/2021,0.791606
11/19/2021,0.791512
11/20/2021,0.790883
11/21/2021,0.790883
11/22/2021,0.788177
11/23/2021,0.786501
11/24/2021,0.790173
11/25/2021,0.790423
11/26/2021,0.782871
11/27/2021,0.781525
11/28/2021,0.781525
11/29/2021,0.781928
11/30/2021,0.780186
12/1/2021,0.782852
12/2/2021,0.780503
12/3/2021,0.779584
12/4/2021,0.778792
12/5/2021,0.778792
12/6/2021,0.782136
12/7/2021,0.790301
12/8/2021,0.790283
12/9/2021,0.787423
12/10/2021,0.786828
12/11/2021,0.7857
12/12/2021,0.7857
12/13/2021,0.781158
12/14/2021,0.777877
12/15/2021,0.774443
12/16/2021,0.782831
12/17/2021,0.779153
12/20/2021,0.772696
12/21/2021,0.773404
12/22/2021,0.778392
12/23/2021,0.780403
12/24/2021,0.780199
12/25/2021,0.780488
12/26/2021,0.780488
12/27/2021,0.781516
12/28/2021,0.780466
12/29/2021,0.780655
12/30/2021,0.782485
12/31/2021,0.790148
1/3/2022,0.783994
1/4/2022,0.787082
1/5/2022,0.787045
1/6/2022,0.785555
1/7/2022,0.790511
1/8/2022,0.790786
1/9/2022,0.790786
1/10/2022,0.788494
1/11/2022,0.793459
1/12/2022,0.799958
1/13/2022,0.801266
1/14/2022,0.796645
1/15/2022,0.796524
1/16/2022,0.796524
1/17/2022,0.798846
1/18/2022,0.797706
1/19/2022,0.800458
1/20/2022,0.802108
1/21/2022,0.797032
1/22/2022,0.794909
1/23/2022,0.794909
1/24/2022,0.787858
1/25/2022,0.791493
1/26/2022,0.793638
1/27/2022,0.786627
1/28/2022,0.783635
1/29/2022,0.782981
1/30/2022,0.783484
1/31/2022,0.787398
2/1/2022,0.787991
2/2/2022,0.78787
2/3/2022,0.788849
2/4/2022,0.783628
2/5/2022,0.783874
2/6/2022,0.783874
2/7/2022,0.787882
2/8/2022,0.786627
2/9/2022,0.789173
2/10/2022,0.790598
2/11/2022,0.788267
2/12/2022,0.785182
2/13/2022,0.785182
2/14/2022,0.784895
2/15/2022,0.784483
2/16/2022,0.787907
2/17/2022,0.788062
2/18/2022,0.784372
2/19/2022,0.783914
2/20/2022,0.783914
2/21/2022,0.784883
2/22/2022,0.785074
2/23/2022,0.785969
2/24/2022,0.778165
2/25/2022,0.784772
2/26/2022,0.786569
2/27/2022,0.786569
2/28/2022,0.789515
3/1/2022,0.787213
3/2/2022,0.789762
3/3/2022,0.789064
3/4/2022,0.783426
3/5/2022,0.785164
3/6/2022,0.785164
3/7/2022,0.783162
3/8/2022,0.775684
3/9/2022,0.780793
3/10/2022,0.782561
3/11/2022,0.785836
3/12/2022,0.783503
3/13/2022,0.783503
3/14/2022,0.782191
3/15/2022,0.781974
3/16/2022,0.785635
3/17/2022,0.790917
3/18/2022,0.792484
3/19/2022,0.793116
3/20/2022,0.793116
3/21/2022,0.795238
3/22/2022,0.793818
3/23/2022,0.796505
3/24/2022,0.79693
3/25/2022,0.800791
3/26/2022,0.800801
3/27/2022,0.800801
3/28/2022,0.797375
3/29/2022,0.798834
3/30/2022,0.8017
3/31/2022,0.800733
4/1/2022,0.798132
4/3/2022,0.798786
4/4/2022,0.799968
4/5/2022,0.802114
4/6/2022,0.799562
4/7/2022,0.793578
4/8/2022,0.794745
4/9/2022,0.795748
4/10/2022,0.795748
4/11/2022,0.791449
4/12/2022,0.792723
4/13/2022,0.794502
4/14/2022,0.792167
4/15/2022,0.793176
4/16/2022,0.792776
4/17/2022,0.792776
4/18/2022,0.792424
4/19/2022,0.791985
4/20/2022,0.80033
4/21/2022,0.796664
4/22/2022,0.786501
4/23/2022,0.785176
4/24/2022,0.785176
4/25/2022,0.783435
4/26/2022,0.781525
4/27/2022,0.780881
4/28/2022,0.780975
4/29/2022,0.779976
4/30/2022,0.778619
5/1/2022,0.778619
5/2/2022,0.775416
5/3/2022,0.777789
5/4/2022,0.780436
5/5/2022,0.778862
5/6/2022,0.776175
5/7/2022,0.776518
5/8/2022,0.776518
5/9/2022,0.771495
5/10/2022,0.766768
5/11/2022,0.770909
5/12/2022,0.767233
5/13/2022,0.773126
5/14/2022,0.774869
5/15/2022,0.774869
5/16/2022,0.776078
5/17/2022,0.779654
5/18/2022,0.779748
5/19/2022,0.779888
5/20/2022,0.778534
5/21/2022,0.778847
5/22/2022,0.778847
5/23/2022,0.781549
5/24/2022,0.778668
5/25/2022,0.778413
5/26/2022,0.781925
5/27/2022,0.784649
5/28/2022,0.786018
5/29/2022,0.786018
5/30/2022,0.789921
5/31/2022,0.791625
6/1/2022,0.790429
6/2/2022,0.795387
6/3/2022,0.79477
6/4/2022,0.794123
6/5/2022,0.794123
6/6/2022,0.795071
6/7/2022,0.797534
6/8/2022,0.797725
6/9/2022,0.789456
6/10/2022,0.782304
6/11/2022,0.78258
6/12/2022,0.78258
6/13/2022,0.77782
6/14/2022,0.772099
6/15/2022,0.770775
6/16/2022,0.775065
6/17/2022,0.766345
6/18/2022,0.767168
6/19/2022,0.767168
6/20/2022,0.769921
6/21/2022,0.773823
6/22/2022,0.773201
6/23/2022,0.769047
6/24/2022,0.773724
6/25/2022,0.77569
6/26/2022,0.77569
6/27/2022,0.77678
6/28/2022,0.777215
6/29/2022,0.776114
6/30/2022,0.776829
7/1/2022,0.774485
7/2/2022,0.77569
7/3/2022,0.77569
7/4/2022,0.776971
7/5/2022,0.765251
7/6/2022,0.765392
7/7/2022,0.769894
7/8/2022,0.771007
7/9/2022,0.771126
7/10/2022,0.771126
7/11/2022,0.76945
7/12/2022,0.769302
7/13/2022,0.772102
7/14/2022,0.761736
7/15/2022,0.767106
7/16/2022,0.767115
7/17/2022,0.767115
7/18/2022,0.773114
7/19/2022,0.775789
7/20/2022,0.776241
7/21/2022,0.77625
7/22/2022,0.776542
7/23/2022,0.774144
7/24/2022,0.774144
7/25/2022,0.777659
7/26/2022,0.776259
7/27/2022,0.77584
7/28/2022,0.778652
7/29/2022,0.780966
7/30/2022,0.780728
7/31/2022,0.780728
8/1/2022,0.779782
8/2/2022,0.779074
8/3/2022,0.777802
8/4/2022,0.777167
8/5/2022,0.773452
8/6/2022,0.773347
8/7/2022,0.773347
8/8/2022,0.778035
8/9/2022,0.775293
8/10/2022,0.783407
8/11/2022,0.784902
8/12/2022,0.782301
8/13/2022,0.782687
8/14/2022,0.782687
8/15/2022,0.775398
8/16/2022,0.777273
8/17/2022,0.774347
8/18/2022,0.771807
8/19/2022,0.770149
8/20/2022,0.769675
8/21/2022,0.769675
8/22/2022,0.76688
8/23/2022,0.772117
8/24/2022,0.770241
8/25/2022,0.772568
8/26/2022,0.767698
8/27/2022,0.767106
8/28/2022,0.767106
8/29/2022,0.769435
8/30/2022,0.763458
8/31/2022,0.763295
9/1/2022,0.759157
9/2/2022,0.761586
9/3/2022,0.761409
9/4/2022,0.761409
9/5/2022,0.761064
9/6/2022,0.761162
9/7/2022,0.759798
9/8/2022,0.762713
9/9/2022,0.767324
9/11/2022,0.766137
9/12/2022,0.770954
9/13/2022,0.761226
9/14/2022,0.760748
9/15/2022,0.757438
9/16/2022,0.753154
9/17/2022,0.753864
9/18/2022,0.753864
9/19/2022,0.75323
9/20/2022,0.749322
9/21/2022,0.746277
9/22/2022,0.741851
9/23/2022,0.73686
9/24/2022,0.735137
9/25/2022,0.735137
9/26/2022,0.725937
9/27/2022,0.72652
9/28/2022,0.733307
9/29/2022,0.729754
9/30/2022,0.725768
10/1/2022,0.722925
10/2/2022,0.722925
10/3/2022,0.73237
10/4/2022,0.737719
10/5/2022,0.732807
10/6/2022,0.727879
10/7/2022,0.729222
10/8/2022,0.727924
10/9/2022,0.727924
10/10/2022,0.726346
10/11/2022,0.728207
10/12/2022,0.724016
10/13/2022,0.727471
10/14/2022,0.720973
10/15/2022,0.720414
10/16/2022,0.720414
10/17/2022,0.729509
10/18/2022,0.725874
10/19/2022,0.725061
10/20/2022,0.728651
10/21/2022,0.731617
10/24/2022,0.728969
10/25/2022,0.733138
10/26/2022,0.737577
10/27/2022,0.738165
10/28/2022,0.734037
10/29/2022,0.732853
10/30/2022,0.732853
10/31/2022,0.732942
11/1/2022,0.732233
11/2/2022,0.733175
11/3/2022,0.727884
11/4/2022,0.739845
11/5/2022,0.741867
11/6/2022,0.741922
11/7/2022,0.740458
11/8/2022,0.746851
11/9/2022,0.743525
11/10/2022,0.748201
11/11/2022,0.753418
11/12/2022,0.795855
11/13/2022,0.795855
11/14/2022,0.751829
11/15/2022,0.752936
11/16/2022,0.750528
11/17/2022,0.748408
11/18/2022,0.747108
11/21/2022,0.741865
11/22/2022,0.745821
11/23/2022,0.74517
11/24/2022,0.749541
11/25/2022,0.747898
11/26/2022,0.746185
11/27/2022,0.746185
11/28/2022,0.744095
11/29/2022,0.73335
11/30/2022,0.739071
12/1/2022,0.744893
12/2/2022,0.743287
12/3/2022,0.740988
12/4/2022,0.740988
12/5/2022,0.737237
12/6/2022,0.732985
12/7/2022,0.733071
12/8/2022,0.736594
12/9/2022,0.73487
12/11/2022,0.728518
12/12/2022,0.732147
12/13/2022,0.738293
12/14/2022,0.737673
12/15/2022,0.733205
12/16/2022,0.73062
12/17/2022,0.727617
12/18/2022,0.727617
12/19/2022,0.733041
12/20/2022,0.73422
12/21/2022,0.734147
12/22/2022,0.732233
12/23/2022,0.735851
12/24/2022,0.732896
12/25/2022,0.732896
12/26/2022,0.734295
12/27/2022,0.740409
12/28/2022,0.735697
12/29/2022,0.73779
12/30/2022,0.738948
12/31/2022,0.736947
1/1/2023,0.736947
1/2/2023,0.73673
1/3/2023,0.731864
1/4/2023,0.740573
1/5/2023,0.736228
1/6/2023,0.743586
1/7/2023,0.743522
1/8/2023,0.743522
1/9/2023,0.747968
1/10/2023,0.74456
1/11/2023,0.745312
1/12/2023,0.746793
1/13/2023,0.74527
1/14/2023,0.746185
1/15/2023,0.746185
1/16/2023,0.746851
1/17/2023,0.747309
1/18/2023,0.743884
1/19/2023,0.741232
1/20/2023,0.745304
1/21/2023,0.746631
1/22/2023,0.746631
1/23/2023,0.747189
1/24/2023,0.747778
1/25/2023,0.745137
1/26/2023,0.749089
1/27/2023,0.750973
1/28/2023,0.749709
1/29/2023,0.749709
1/30/2023,0.748982
1/31/2023,0.749926
2/1/2023,0.750016
2/2/2023,0.750438
2/3/2023,0.74689
2/4/2023,0.745684
2/5/2023,0.745684
2/6/2023,0.744172
2/7/2023,0.744327
2/8/2023,0.744521
2/9/2023,0.744632
2/10/2023,0.748523
2/11/2023,0.74691
2/12/2023,0.74691
2/13/2023,0.749409
2/14/2023,0.748075
2/15/2023,0.746305
2/16/2023,0.744095
2/17/2023,0.741545
2/18/2023,0.742087
2/19/2023,0.742087
2/20/2023,0.743412
2/21/2023,0.740086
2/22/2023,0.738392
2/23/2023,0.736998
2/24/2023,0.734433
2/25/2023,0.733541
2/26/2023,0.733541
2/27/2023,0.736423
2/28/2023,0.734686
3/1/2023,0.735291
3/2/2023,0.734816
3/3/2023,0.734608
3/4/2023,0.734295
3/5/2023,0.734295
3/6/2023,0.734794
3/7/2023,0.728234
3/8/2023,0.725803
3/9/2023,0.726077
3/10/2023,0.724887
3/11/2023,0.721787
3/12/2023,0.721787
3/13/2023,0.728828
3/14/2023,0.731056
3/15/2023,0.724564
3/16/2023,0.728157
3/17/2023,0.727781
3/18/2023,0.72619
3/19/2023,0.72619
3/20/2023,0.731181
3/21/2023,0.728457
3/22/2023,0.728308
3/23/2023,0.731821
3/24/2023,0.727572
3/25/2023,0.724454
3/26/2023,0.724454
3/27/2023,0.731556
3/28/2023,0.734838
3/29/2023,0.73676
3/30/2023,0.739063
3/31/2023,0.73918
4/2/2023,0.73929
4/3/2023,0.74486
4/4/2023,0.742884
4/5/2023,0.742027
4/6/2023,0.742324
4/7/2023,0.74011
4/8/2023,0.737599
4/9/2023,0.737599
4/10/2023,0.739229
4/11/2023,0.741529
4/12/2023,0.7442
4/13/2023,0.74898
4/14/2023,0.74691
4/17/2023,0.745632
4/18/2023,0.746829
4/19/2023,0.743862
4/20/2023,0.742669
4/21/2023,0.738416
4/22/2023,0.731128
4/23/2023,0.731128
4/24/2023,0.738539
4/25/2023,0.733377
4/26/2023,0.734104
4/27/2023,0.734287
4/28/2023,0.737433
4/29/2023,0.732467
4/30/2023,0.732467
5/1/2023,0.738719
5/2/2023,0.733813
5/3/2023,0.73507
5/4/2023,0.73819
5/5/2023,0.745937
5/6/2023,0.742087
5/7/2023,0.742087
5/8/2023,0.748327
5/9/2023,0.746631
5/10/2023,0.747432
5/11/2023,0.741556
5/12/2023,0.737654
5/13/2023,0.732252
5/14/2023,0.732306
5/15/2023,0.74284
5/16/2023,0.742857
5/17/2023,0.743754
5/18/2023,0.739774
5/19/2023,0.740922
5/20/2023,0.740988
5/21/2023,0.740988
5/22/2023,0.740228
5/23/2023,0.740351
5/24/2023,0.735638
5/25/2023,0.73328
5/26/2023,0.734185
5/27/2023,0.734457
5/28/2023,0.734457
5/29/2023,0.73612
5/30/2023,0.735884
5/31/2023,0.734997
6/1/2023,0.744048
6/2/2023,0.743918
6/3/2023,0.744862
6/4/2023,0.744862
6/5/2023,0.744885
6/6/2023,0.745632
6/7/2023,0.747742
6/8/2023,0.748887
6/9/2023,0.749052
6/10/2023,0.746129
6/11/2023,0.746129
6/12/2023,0.747468
6/13/2023,0.752247
6/14/2023,0.753097
6/15/2023,0.755772
6/16/2023,0.75778
6/17/2023,0.756115
6/18/2023,0.756344
6/19/2023,0.756747
6/20/2023,0.755298
6/21/2023,0.759267
6/22/2023,0.759826
6/23/2023,0.757708
6/24/2023,0.756744
6/25/2023,0.756802
6/26/2023,0.760607
6/27/2023,0.758711
6/28/2023,0.75464
6/29/2023,0.754748
6/30/2023,0.755572
7/1/2023,0.754973
7/2/2023,0.755373
7/3/2023,0.754609
7/4/2023,0.756364
7/5/2023,0.753219
7/6/2023,0.748394
7/7/2023,0.753659
7/8/2023,0.753659
7/9/2023,0.753659
7/10/2023,0.753659
7/11/2023,0.754905
7/12/2023,0.756911
7/13/2023,0.759852
7/14/2023,0.761322
7/15/2023,0.755772
7/16/2023,0.756001
7/17/2023,0.756587
7/18/2023,0.75838
7/19/2023,0.758941
7/20/2023,0.758769
7/21/2023,0.756744
7/22/2023,0.755829
7/23/2023,0.756229
7/24/2023,0.760115
7/25/2023,0.758455
7/26/2023,0.756089
7/27/2023,0.757785
7/28/2023,0.755841
7/29/2023,0.754689
7/30/2023,0.754689
7/31/2023,0.759552
8/1/2023,0.752171
8/2/2023,0.749934
8/3/2023,0.749875
8/4/2023,0.75063
8/5/2023,0.747189
8/6/2023,0.747189
8/7/2023,0.747929
8/8/2023,0.743835
8/9/2023,0.74415
8/10/2023,0.745698
8/11/2023,0.743906
8/12/2023,0.744075
8/13/2023,0.744075
8/14/2023,0.743135
8/15/2023,0.741422
8/16/2023,0.739183
8/17/2023,0.739454
8/18/2023,0.738561
8/19/2023,0.737001
8/20/2023,0.737001
8/21/2023,0.737382
8/22/2023,0.737847
8/23/2023,0.739473
8/24/2023,0.737145
8/25/2023,0.734352
8/26/2023,0.734835
8/27/2023,0.734835
8/28/2023,0.735843
8/29/2023,0.736071
8/30/2023,0.739016
8/31/2023,0.73795
9/1/2023,0.735027
9/2/2023,0.736893
9/3/2023,0.736893
9/4/2023,0.735537
9/5/2023,0.734705
9/6/2023,0.731872
9/7/2023,0.730551
9/8/2023,0.733598
9/9/2023,0.732145
9/10/2023,0.732145
9/11/2023,0.736621
9/12/2023,0.737596
9/13/2023,0.738138
9/14/2023,0.741098
9/15/2023,0.739919
9/16/2023,0.738743
9/17/2023,0.738743
9/18/2023,0.741776
9/19/2023,0.743688
9/20/2023,0.746007
9/21/2023,0.742341
9/22/2023,0.742426
9/23/2023,0.741207
9/24/2023,0.741207
9/25/2023,0.742735
9/26/2023,0.740409
9/27/2023,0.740001
9/28/2023,0.741474
9/29/2023,0.738236
9/30/2023,0.735808
10/1/2023,0.735808
10/2/2023,0.731197
10/3/2023,0.729142
10/4/2023,0.727924
10/5/2023,0.728345
10/6/2023,0.731486
10/7/2023,0.730861
10/8/2023,0.730861
10/9/2023,0.734026
10/10/2023,0.736404
10/11/2023,0.73494
10/12/2023,0.731334
10/13/2023,0.732367
10/14/2023,0.731609
10/15/2023,0.731609
10/16/2023,0.734732
10/17/2023,0.733288
10/18/2023,0.72989
10/19/2023,0.73014
10/20/2023,0.730359
10/21/2023,0.728306
10/22/2023,0.728306
10/23/2023,0.730458
10/24/2023,0.727167
10/25/2023,0.725171
10/26/2023,0.722569
10/27/2023,0.72128
10/28/2023,0.720435
10/29/2023,0.720435
10/30/2023,0.722329
10/31/2023,0.720316
11/1/2023,0.719953
11/2/2023,0.725705
11/3/2023,0.732107
11/4/2023,0.731449
11/5/2023,0.731449
11/6/2023,0.731529
11/7/2023,0.726348
11/8/2023,0.724806
11/9/2023,0.726343
11/10/2023,0.723176
11/11/2023,0.724664
11/12/2023,0.724664
11/13/2023,0.7257
11/14/2023,0.729177
11/15/2023,0.731748
11/16/2023,0.726438
11/17/2023,0.727511
11/18/2023,0.728783
11/19/2023,0.728783
11/20/2023,0.72882
11/21/2023,0.730388
11/22/2023,0.727982
11/23/2023,0.730047
11/24/2023,0.734835
11/25/2023,0.732842
11/26/2023,0.732842
11/27/2023,0.733288
11/28/2023,0.737186
11/29/2023,0.735308
11/30/2023,0.736171
12/1/2023,0.740941
12/2/2023,0.740878
12/3/2023,0.740878
12/4/2023,0.738035
12/5/2023,0.736149
12/6/2023,0.73641
12/7/2023,0.735448
12/8/2023,0.735446
12/9/2023,0.735592
12/10/2023,0.735592
12/11/2023,0.737031
12/12/2023,0.734481
12/13/2023,0.736998
12/14/2023,0.745782
12/15/2023,0.748198
12/16/2023,0.746408
12/17/2023,0.746408
12/18/2023,0.746313
12/19/2023,0.749684
12/20/2023,0.750458
12/21/2023,0.752021
12/22/2023,0.753418
12/25/2023,0.754287
12/26/2023,0.756954
12/27/2023,0.757452
12/28/2023,0.75755
12/29/2023,0.757363
12/30/2023,0.753949
12/31/2023,0.753949
1/1/2024,0.75472
1/2/2024,0.751174
1/3/2024,0.748623
1/4/2024,0.748612
1/5/2024,0.749993
1/6/2024,0.747803
1/7/2024,0.747803
1/8/2024,0.748125
1/9/2024,0.746558
1/10/2024,0.747314
1/11/2024,0.743992
1/12/2024,0.746246
1/13/2024,0.74524
1/14/2024,0.74524
1/15/2024,0.744172
1/16/2024,0.742346
1/17/2024,0.739306
1/18/2024,0.740878
1/19/2024,0.742143
1/20/2024,0.742804
1/21/2024,0.742804
1/22/2024,0.743229
1/23/2024,0.741422
1/24/2024,0.741862
1/25/2024,0.741158
1/26/2024,0.74313
1/27/2024,0.742914
1/28/2024,0.742914
1/29/2024,0.743851
1/30/2024,0.745534
1/31/2024,0.746943
2/1/2024,0.747356
2/2/2024,0.742845
2/3/2024,0.742143
2/4/2024,0.742143
2/5/2024,0.738563
2/6/2024,0.740735
2/7/2024,0.742165
2/8/2024,0.742203
2/9/2024,0.741986
2/10/2024,0.741372
2/11/2024,0.741372
2/12/2024,0.743965
2/13/2024,0.737262
2/14/2024,0.738002
2/15/2024,0.740768
2/16/2024,0.742101
2/17/2024,0.741128
2/18/2024,0.741128
2/19/2024,0.741194
2/20/2024,0.739869
2/21/2024,0.740565
2/22/2024,0.740793
2/23/2024,0.740434
2/24/2024,0.741482
2/25/2024,0.741482
2/26/2024,0.739973
2/27/2024,0.739298
2/28/2024,0.736567
2/29/2024,0.737121
3/1/2024,0.737877
3/2/2024,0.736296
3/3/2024,0.736296
3/4/2024,0.737153
3/5/2024,0.73625
3/6/2024,0.74022
3/7/2024,0.742548
3/8/2024,0.742107
3/9/2024,0.739235
3/10/2024,0.739235
3/11/2024,0.741812
3/12/2024,0.740656
3/13/2024,0.742487
3/14/2024,0.73959
3/15/2024,0.738299
3/18/2024,0.738362
3/19/2024,0.7373
3/20/2024,0.737572
3/21/2024,0.738978
3/22/2024,0.734997
3/23/2024,0.733972
3/24/2024,0.733972
3/25/2024,0.736041
3/26/2024,0.736795
3/27/2024,0.736182
3/28/2024,0.738863
3/29/2024,0.738416
3/30/2024,0.738471
3/31/2024,0.738471
4/1/2024,0.736548
4/2/2024,0.736681
4/3/2024,0.739063
4/4/2024,0.740713
4/5/2024,0.736185
4/6/2024,0.735808
4/7/2024,0.735808
4/8/2024,0.736179
4/9/2024,0.736155
4/10/2024,0.730431
4/11/2024,0.729876
4/12/2024,0.726137
4/13/2024,0.725926
4/14/2024,0.725926
4/15/2024,0.726631
4/16/2024,0.72345
4/17/2024,0.724375
4/18/2024,0.726449
4/19/2024,0.727384
4/20/2024,0.724664
4/21/2024,0.724664
4/22/2024,0.729288
4/23/2024,0.731617
4/24/2024,0.728905
4/26/2024,0.731366
4/27/2024,0.730967
4/28/2024,0.730967
4/29/2024,0.732574
4/30/2024,0.726971
5/1/2024,0.726594
5/2/2024,0.730562
5/3/2024,0.730596
5/4/2024,0.731609
5/5/2024,0.731609
5/6/2024,0.731719
5/7/2024,0.729137
5/8/2024,0.728375
5/9/2024,0.730698
5/10/2024,0.731649
5/11/2024,0.731074
5/12/2024,0.731128
5/13/2024,0.731336
5/14/2024,0.731877
5/15/2024,0.73521
5/16/2024,0.734403
5/17/2024,0.734508
